"ID";"RegioS";"Perioden";"TotaleOppervlakte_1";"TotaalVerkeersterrein_2";"Spoorterrein_3";"Wegverkeersterrein_4";"Vliegveld_5";"TotaalBebouwdTerrein_6";"Woonterrein_7";"TerreinVoorDetailhandelEnHoreca_8";"TerreinVoorOpenbareVoorzieningen_9";"TerreinVoorSociaalCultureleVoorz_10";"Bedrijventerrein_11";"TotaalSemiBebouwdTerrein_12";"Stortplaats_13";"Wrakkenopslagplaats_14";"Begraafplaats_15";"Delfstofwinplaats_16";"Bouwterrein_17";"SemiVerhardOverigTerrein_18";"TotaalRecreatieterrein_19";"ParkEnPlantsoen_20";"Sportterrein_21";"Volkstuin_22";"DagrecreatiefTerrein_23";"VerblijfsrecreatiefTerrein_24";"TotaalAgrarischTerrein_25";"TerreinVoorGlastuinbouw_26";"OverigAgrarischTerrein_27";"TotaalBosEnOpenNatuurlijkTerrein_28";"Bos_29";"OpenDroogNatuurlijkTerrein_30";"OpenNatNatuurlijkTerrein_31";"TotaalBinnenwater_32";"IJsselmeerMarkermeer_33";"AfgeslotenZeearm_34";"RijnEnMaas_35";"Randmeer_36";"Spaarbekken_37";"RecreatiefBinnenwater_38";"BinnenwaterVoorDelfstofwinning_39";"VloeiEnOfSlibveld_40";"OverigBinnenwater_41";"TotaalBuitenwater_42";"WaddenzeeEemsDollard_43";"Oosterschelde_44";"Westerschelde_45";"Noordzee_46"
"1628";"GM0376";"2017JJ00";"    1556";"      56";"       0";"      56";"       0";"     352";"     329";"       7";"       5";"       9";"       2";"      46";"       0";"       0";"       2";"       0";"      44";"       0";"      58";"      30";"      15";"       0";"      11";"       2";"     332";"       0";"     332";"     264";"     146";"      94";"      23";"     449";"";"";"";"     444";"       0";"       0";"       0";"       0";"       5";"";"";"";"";""
"1629";"GM0495";"1996JJ00";"    2196";"      95";"      10";"      85";"       0";"     205";"     109";"       0";"       5";"       0";"      91";"       2";"       1";"       0";"       1";"       0";"       0";"       0";"      89";"       0";"      21";"       2";"      65";"       0";"    1690";"     481";"    1209";"      36";"      36";"       0";"       0";"      80";"";"";"";"";"       0";"      15";"       0";"       0";"      65";"";"";"";"";""
"1630";"GM0495";"2000JJ00";"    2196";"      95";"      10";"      85";"       0";"     223";"     114";"       2";"       5";"       2";"     100";"      26";"       1";"       0";"       1";"       0";"      25";"       0";"      94";"       0";"      24";"       4";"      65";"       0";"    1637";"     504";"    1133";"      37";"      37";"       0";"       0";"      84";"";"";"";"";"       0";"      15";"       0";"       0";"      69";"";"";"";"";""
"1631";"GM0495";"2003JJ00";"    2196";"      95";"       8";"      87";"       0";"     236";"     122";"       2";"       5";"       2";"     104";"     142";"       1";"       0";"       1";"       0";"     141";"       0";"      88";"       0";"      27";"       2";"      59";"       0";"    1513";"     530";"     983";"      37";"      37";"       0";"       0";"      85";"";"";"";"";"       0";"      15";"       0";"       0";"      70";"";"";"";"";""
"1632";"GM0495";"2006JJ00";"    2196";"     111";"      16";"      95";"       0";"     255";"     128";"       2";"       4";"       3";"     118";"     154";"       1";"       0";"       1";"       0";"     152";"       0";"      91";"       0";"      27";"       2";"      62";"       0";"    1462";"     600";"     863";"      29";"      29";"       0";"       0";"      94";"";"";"";"";"       0";"      15";"       0";"       0";"      79";"";"";"";"";""
"1633";"GM0495";"2008JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1634";"GM0495";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1635";"GM0495";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1636";"GM0495";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1637";"GM0495";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1638";"GM0377";"1996JJ00";"    4329";"      96";"      15";"      81";"       0";"     575";"     498";"       3";"      18";"      55";"       1";"       7";"       0";"       0";"       7";"       0";"       0";"       0";"     152";"      37";"      49";"       7";"       0";"      59";"     420";"       0";"     420";"    2548";"    1014";"    1533";"       0";"      58";"";"";"";"";"       0";"       2";"       0";"       0";"      56";"     473";"";"";"";"     473"
"1639";"GM0377";"2000JJ00";"    4329";"      94";"      15";"      78";"       0";"     582";"     503";"       3";"      19";"      54";"       3";"       7";"       0";"       0";"       7";"       0";"       0";"       0";"     150";"      35";"      49";"       6";"       0";"      59";"     418";"       0";"     418";"    2542";"    1020";"    1522";"       0";"      61";"";"";"";"";"       0";"       2";"       0";"       0";"      60";"     475";"";"";"";"     475"
"1640";"GM0377";"2003JJ00";"    4329";"      90";"      14";"      75";"       0";"     583";"     508";"       4";"      16";"      52";"       3";"       8";"       0";"       0";"       8";"       0";"       0";"       0";"     138";"      15";"      47";"       6";"      12";"      58";"     431";"       0";"     431";"    2543";"    1019";"    1524";"       0";"      61";"";"";"";"";"       0";"       3";"       0";"       0";"      58";"     475";"";"";"";"     475"
"1641";"GM0377";"2006JJ00";"    4329";"      84";"      12";"      72";"       0";"     562";"     485";"       4";"      16";"      54";"       3";"       8";"       0";"       0";"       8";"       0";"       0";"       0";"     144";"      15";"      48";"       6";"      12";"      63";"     434";"       0";"     434";"    2562";"    1050";"    1512";"       0";"      61";"";"";"";"";"       0";"       3";"       0";"       0";"      58";"     475";"";"";"";"     475"
"1642";"GM0377";"2008JJ00";"    4329";"      85";"      12";"      73";"       0";"     568";"     489";"       7";"      15";"      55";"       3";"       8";"       0";"       0";"       8";"       0";"       0";"       0";"     142";"      14";"      47";"       6";"      11";"      63";"     438";"       0";"     438";"    2551";"    1037";"    1514";"       0";"      63";"";"";"";"";"       0";"       3";"       0";"       0";"      60";"     475";"";"";"";"     475"
"1643";"GM0377";"2010JJ00";"    4508";"      93";"      12";"      81";"       0";"     679";"     576";"       7";"      15";"      76";"       6";"      10";"       0";"       0";"      10";"       0";"       0";"       0";"     165";"      19";"      60";"       6";"      17";"      63";"     442";"       0";"     442";"    2578";"    1063";"    1508";"       7";"      65";"";"";"";"";"       0";"       3";"       0";"       0";"      63";"     475";"";"";"";"     475"
"1644";"GM0377";"2012JJ00";"    4521";"      91";"      12";"      79";"       0";"     678";"     570";"       6";"      15";"      79";"       9";"      10";"       0";"       0";"      10";"       0";"       0";"       0";"     179";"      23";"      60";"       6";"      29";"      61";"     433";"       0";"     433";"    2580";"    1089";"    1484";"       7";"      70";"";"";"";"";"       0";"       3";"       0";"       0";"      67";"     481";"";"";"";"     481"
"1645";"GM0377";"2015JJ00";"    4523";"      91";"      12";"      79";"       0";"     677";"     570";"       6";"      15";"      76";"       9";"      17";"       0";"       0";"      10";"       0";"       8";"       0";"     179";"      23";"      59";"       6";"      29";"      61";"     425";"       0";"     425";"    2590";"    1090";"    1480";"      20";"      72";"";"";"";"";"       0";"       3";"       0";"       0";"      69";"     472";"";"";"";"     472"
"1646";"GM0377";"2017JJ00";"    4523";"      91";"      13";"      78";"       0";"     674";"     591";"       6";"      17";"      55";"       5";"      15";"       0";"       0";"      10";"       0";"       4";"       0";"     241";"     108";"      57";"       6";"       8";"      61";"     422";"       0";"     422";"    2533";"    1023";"    1505";"       5";"      77";"";"";"";"";"       0";"       4";"       0";"       0";"      74";"     469";"";"";"";"     469"
"1647";"GM0055";"1996JJ00";"   16859";"     406";"      34";"     372";"       0";"     413";"     321";"       0";"      16";"       0";"      76";"     104";"       2";"       1";"      10";"      12";"      78";"       1";"     148";"       8";"      34";"       4";"      45";"      57";"   13589";"       0";"   13589";"     544";"     118";"       7";"     419";"    1655";"";"";"";"";"       0";"      38";"       0";"       0";"    1617";"";"";"";"";""
"1648";"GM0055";"2000JJ00";"   16859";"     406";"      33";"     373";"       0";"     447";"     323";"       0";"      16";"       0";"     108";"     114";"       2";"       1";"      10";"      12";"      88";"       1";"     167";"       8";"      36";"       4";"      43";"      76";"   13503";"       0";"   13503";"     550";"     130";"       7";"     414";"    1672";"";"";"";"";"       0";"      37";"       0";"       0";"    1635";"";"";"";"";""
"1649";"GM0055";"2003JJ00";"   16859";"     403";"      29";"     374";"       0";"     466";"     329";"       3";"       9";"       3";"     121";"     115";"       9";"       1";"      10";"      12";"      82";"       1";"     184";"      13";"      44";"       5";"      44";"      78";"   13423";"       0";"   13423";"     581";"     136";"       0";"     445";"    1688";"";"";"";"";"       0";"      38";"       0";"       0";"    1649";"";"";"";"";""
"1650";"GM0055";"2006JJ00";"   16859";"     399";"      26";"     373";"       0";"     496";"     346";"       4";"       9";"       4";"     134";"     119";"       9";"       1";"      10";"      12";"      87";"       0";"     190";"      14";"      43";"       5";"      45";"      83";"   13378";"       0";"   13378";"     583";"     146";"       0";"     437";"    1693";"";"";"";"";"       0";"      40";"       0";"       0";"    1653";"";"";"";"";""
"1651";"GM0055";"2008JJ00";"   16859";"     405";"      27";"     378";"       0";"     513";"     352";"       3";"       9";"       4";"     145";"     138";"       9";"       1";"      10";"      12";"     107";"       0";"     190";"      14";"      48";"       3";"      37";"      87";"   13303";"       0";"   13303";"     605";"     145";"       0";"     460";"    1705";"";"";"";"";"       0";"      41";"       0";"       0";"    1664";"";"";"";"";""
"1652";"GM0055";"2010JJ00";"   16859";"     412";"      27";"     385";"       0";"     530";"     355";"       4";"      10";"       4";"     157";"      94";"       9";"       1";"      10";"      12";"      62";"       0";"     186";"      16";"      53";"       3";"      34";"      80";"   13276";"       0";"   13276";"     630";"     152";"       0";"     478";"    1733";"";"";"";"";"       0";"      39";"       0";"       0";"    1694";"";"";"";"";""
